42.218,0,1.669921875,1.23046875,0.3515625
89.236,0,1.669921875,1.23046875,0.3515625
137.151,0,1.7578125,1.23046875,0.3515625
185.204,0,1.669921875,1.318359375,0.3515625
233.836,0.087890625,1.669921875,1.23046875,0.439453125
281.03,0.3515625,1.669921875,1.23046875,0.3515625
329.295,0.791015625,1.7578125,1.23046875,0.3515625
377.26,1.23046875,1.669921875,1.23046875,0.3515625
425.32,1.58203125,1.7578125,1.23046875,0.3515625
473.259,2.109375,1.669921875,1.23046875,0.3515625
521.262,2.63671875,1.7578125,1.23046875,0.3515625
569.212,3.33984375,1.669921875,1.318359375,0.3515625
617.119,4.04296875,1.669921875,1.318359375,0.3515625
665.073,4.74609375,1.669921875,1.23046875,0.3515625
713.041,5.625,1.669921875,1.23046875,0.3515625
761.218,6.591796875,1.669921875,1.23046875,0.3515625
809.294,7.55859375,1.669921875,1.318359375,0.3515625
857.058,8.61328125,1.669921875,1.318359375,0.3515625
905.362,9.66796875,1.7578125,1.318359375,0.3515625
953.433,10.8984375,1.7578125,1.23046875,0.3515625
1001.177,12.12890625,1.669921875,1.23046875,0.3515625
1049.064,13.447265625,1.7578125,1.23046875,0.439453125
1097.357,14.765625,1.7578125,1.318359375,0.3515625
1145.272,16.34765625,1.669921875,1.23046875,0.3515625
1193.164,17.75390625,1.7578125,1.23046875,0.3515625
1241.098,19.16015625,1.7578125,1.318359375,0.439453125
1289.123,20.654296875,1.669921875,1.23046875,0.3515625
1337.086,22.060546875,1.7578125,1.23046875,0.3515625
1385.133,23.466796875,1.7578125,1.23046875,0.3515625
1433.369,24.9609375,1.7578125,1.23046875,0.3515625
1481.237,26.3671875,1.7578125,1.318359375,0.3515625
1529.228,27.861328125,1.669921875,1.23046875,0.3515625
1577.071,29.267578125,1.669921875,1.318359375,0.3515625
1625.142,30.673828125,1.669921875,1.318359375,0.3515625
1673.142,32.080078125,1.7578125,1.23046875,0.3515625
1721.039,33.57421875,1.7578125,1.23046875,0.439453125
1769.126,34.98046875,1.7578125,1.23046875,0.3515625
1817.171,36.38671875,1.7578125,1.23046875,0.3515625
1865.064,37.880859375,1.7578125,1.23046875,0.3515625
1913.049,39.375,1.669921875,1.23046875,0.3515625
1961.365,40.78125,1.669921875,1.23046875,0.3515625
2009.144,42.1875,1.669921875,1.23046875,0.439453125
2057.204,43.59375,1.7578125,1.23046875,0.3515625
2105.352,45.087890625,1.7578125,1.318359375,0.3515625
2153.059,46.494140625,1.669921875,1.23046875,0.3515625
2201.214,47.724609375,1.7578125,1.318359375,0.3515625
2249.177,48.955078125,1.7578125,1.23046875,0.3515625
2297.195,50.09765625,1.7578125,1.23046875,0.3515625
2345.191,51.15234375,1.7578125,1.23046875,0.439453125
2393.183,52.20703125,1.669921875,1.23046875,0.3515625
2441.317,53.173828125,1.7578125,1.23046875,0.3515625
2489.174,54.140625,1.669921875,1.23046875,0.3515625
2537.191,55.01953125,1.669921875,1.318359375,0.3515625
2585.235,55.810546875,1.669921875,1.23046875,0.3515625
2633.112,56.513671875,1.7578125,1.23046875,0.3515625
2681.161,57.12890625,1.7578125,1.23046875,0.3515625
2729.217,57.65625,1.7578125,1.318359375,0.3515625
2777.109,58.18359375,1.669921875,1.23046875,0.3515625
2825.024,58.623046875,1.669921875,1.23046875,0.439453125
2873.154,58.974609375,1.669921875,1.23046875,0.3515625
2921.101,59.326171875,1.669921875,1.23046875,0.3515625
2969.018,59.501953125,1.7578125,1.318359375,0.3515625
3017.171,59.677734375,1.7578125,1.23046875,0.3515625
